"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"20","RL",51,6627,1,"None",2,"Lvl","Corner",2,"BrkSide","Feedr","Norm","1Fam","1Story",3,6,1949,1950,"Hip","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",0,0,0,0,0,0,0,0,0,"Floor",3,0,"SBrkr",720,0,0,720,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1955,1,1,287,3,2,2,0,0,0,0,0,0,0,"None","None",0,"7",2008,"WD","Normal",72500
"60","RL",107,10186,1,"None",2,"Lvl","Inside",2,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard",0,0,4,3,"PConc",4,3,1,6,674,1,0,76,750,"GasA",5,1,"SBrkr",1061,862,0,1923,1,0,2,1,3,1,4,8,7,1,3,"Attchd",1992,2,2,564,3,3,2,240,39,0,0,0,0,0,"None","None",0,"6",2010,"WD","Normal",190000
"30","RL",50,5330,1,"None",3,"HLS","Inside",2,"BrkSide","Norm","Norm","1Fam","1Story",4,7,1940,1950,"Hip","CompShg","VinylSd","VinylSd",0,0,2,3,"CBlock",3,3,1,2,280,1,0,140,420,"GasA",4,1,"SBrkr",708,0,0,708,0,0,1,0,2,1,2,5,7,0,0,"No Garage",1940,0,0,0,0,0,2,164,0,0,0,0,0,0,"None","None",0,"12",2009,"WD","Normal",82500
"20","RL",75,9986,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",1,428,4,3,"PConc",5,3,3,1,0,1,0,1795,1795,"GasA",5,1,"SBrkr",1795,0,0,1795,0,0,2,0,2,1,4,7,7,1,4,"Attchd",2007,2,3,895,3,3,2,0,49,0,0,0,0,0,"None","None",0,"2",2007,"New","Partial",147000
"30","RM",40,3636,1,"None",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","1Story",4,4,1922,1950,"Gable","CompShg","AsbShng","AsbShng",0,0,3,3,"BrkTil",3,2,1,1,0,1,0,796,796,"GasA",2,0,"SBrkr",796,0,0,796,0,0,1,0,2,1,3,5,7,0,0,"No Garage",1922,0,0,0,0,0,0,0,0,100,0,0,0,0,"MnPrv","None",0,"1",2008,"WD","Normal",55000
"30","RH",70,4270,1,"None",3,"Bnk","Inside",1,"Edwards","Norm","Norm","1Fam","1Story",3,6,1931,2006,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,3,1,3,544,1,0,0,544,"GasA",5,1,"SBrkr",774,0,0,774,0,0,1,0,3,1,4,6,7,0,0,"No Garage",1931,0,0,0,0,0,2,0,0,286,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",79000
"20","RL",60,6600,1,"None",3,"Lvl","Inside",2,"Mitchel","Norm","Norm","1Fam","1Story",5,9,1982,2008,"Gable","CompShg","VinylSd","VinylSd",0,0,4,4,"CBlock",3,3,1,5,641,1,0,175,816,"GasA",5,1,"SBrkr",816,0,0,816,0,1,1,0,3,1,4,5,7,1,5,"Attchd",1982,1,1,264,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"10",2008,"WD","Normal",130500
"50","RM",60,10440,1,"Grvl",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","BrkFace","Wd Sdng",0,0,4,4,"BrkTil",4,3,1,2,493,1,0,1017,1510,"GasW",5,1,"SBrkr",1584,1208,0,2792,0,0,2,0,5,1,3,8,4,2,3,"Detchd",1920,1,2,520,2,3,2,0,547,0,0,480,0,0,"MnPrv","Shed",1150,"6",2008,"WD","Normal",256000
"60","RL",63,9084,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,1,0,1,0,935,935,"GasA",4,1,"SBrkr",955,677,0,1632,0,0,2,1,3,1,3,8,7,1,3,"Attchd",1998,3,2,462,3,3,2,0,28,0,0,0,0,0,"None","None",0,"6",2006,"WD","Normal",176500
"20","RL",85,10000,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd",2,410,4,3,"PConc",4,4,3,1,0,1,0,1588,1588,"GasA",5,1,"SBrkr",1588,0,0,1588,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2006,2,3,825,3,3,2,144,45,0,0,0,0,0,"None","None",0,"12",2007,"WD","Normal",227000
"80","RL",55,10780,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","SLvl",5,5,1976,1976,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,3,5,483,1,0,428,911,"GasA",4,1,"SBrkr",954,0,0,954,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1976,1,2,576,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7",2006,"WD","Normal",132500
"20","RL",67,8877,1,"None",3,"Lvl","Inside",1,"Edwards","Norm","Norm","1Fam","1Story",4,6,1938,1958,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,2,5,690,1,0,126,816,"GasA",5,1,"SBrkr",816,0,0,816,1,0,1,0,2,1,3,3,7,1,4,"Detchd",1958,1,1,288,2,2,2,0,0,0,0,0,0,0,"None","None",0,"5",2009,"WD","Normal",100000
"50","RM",60,7200,1,"None",3,"Lvl","Corner",2,"IDOTRR","Norm","Norm","1Fam","1.5Fin",5,6,1938,1995,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,1,0,1,0,803,803,"GasA",5,1,"SBrkr",803,557,0,1360,0,0,1,1,2,1,4,6,7,0,0,"Detchd",1951,1,1,297,3,3,2,0,65,190,0,0,0,0,"MnPrv","None",0,"7",2006,"WD","Normal",125500
"160","RM",24,2368,1,"None",3,"Lvl","Inside",2,"BrDale","Norm","Norm","TwnhsE","2Story",5,6,1970,1970,"Gable","CompShg","HdBoard","HdBoard",0,312,3,3,"CBlock",3,3,1,2,765,1,0,0,765,"GasA",3,1,"SBrkr",765,600,0,1365,0,0,1,1,3,1,3,7,6,0,0,"Attchd",1970,1,2,440,3,3,2,0,36,0,0,0,0,0,"None","None",0,"5",2009,"WD","Normal",125000
"20","RL",80,9650,1,"None",3,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","Plywood",1,360,3,3,"CBlock",4,3,1,5,686,1,0,664,1350,"GasA",3,1,"SBrkr",1334,0,0,1334,0,1,2,0,2,1,3,6,7,1,3,"Attchd",1977,2,2,630,3,3,2,0,16,0,0,0,0,0,"None","None",0,"4",2009,"WD","Normal",167900
"90","RL",87,9246,1,"None",2,"Lvl","Inside",2,"NWAmes","Feedr","Norm","Duplex","1Story",5,5,1973,1973,"Gable","CompShg","Plywood","Plywood",1,564,3,3,"CBlock",3,3,1,1,0,1,0,1656,1656,"GasA",3,1,"SBrkr",1656,0,0,1656,0,0,2,0,4,2,3,8,7,0,0,"Detchd",1973,1,2,506,3,3,2,0,211,0,0,0,0,0,"None","None",0,"11",2008,"WD","Normal",135000
"30","RM",153,4118,1,"Grvl",2,"Bnk","Corner",1,"OldTown","Feedr","Norm","1Fam","1Story",4,4,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,1,0,1,0,693,693,"Grav",2,0,"FuseA",693,0,0,693,0,0,1,0,2,1,2,4,7,0,0,"No Garage",1941,0,0,0,0,0,0,0,20,0,0,0,0,0,"None","None",0,"3",2006,"WD","Normal",52500
"60","RL",95,13450,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,700,1,0,216,916,"GasA",5,1,"SBrkr",920,941,0,1861,1,0,2,1,3,1,4,8,7,0,0,"BuiltIn",2002,2,2,492,3,3,2,146,91,0,0,0,0,0,"None","None",0,"6",2006,"WD","Normal",200000
"20","RL",120,9560,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Hip","CompShg","MetalSd","MetalSd",0,0,3,4,"CBlock",3,3,2,3,360,1,0,504,864,"GasA",5,1,"SBrkr",864,0,0,864,0,0,1,0,3,1,3,5,7,0,0,"Attchd",1972,2,1,288,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6",2006,"WD","Normal",128500
"20","RL",70,8294,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,5,1971,1971,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,1,1,0,1,0,858,858,"GasA",3,1,"SBrkr",872,0,0,872,0,0,1,0,3,1,3,5,7,0,0,"Detchd",1974,1,4,480,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"6",2007,"WD","Normal",123000
"20","RL",66,13695,1,"None",3,"Lvl","Inside",2,"SawyerW","RRAe","Norm","1Fam","1Story",6,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,6,814,1,0,300,1114,"GasA",5,1,"SBrkr",1114,0,0,1114,1,0,1,0,3,1,4,6,7,0,0,"Detchd",2004,1,2,576,3,3,2,0,78,0,0,0,0,0,"None","None",0,"7",2008,"WD","Normal",155000
"60","RL",70,9375,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",1,149,4,3,"PConc",4,3,1,1,0,1,0,1284,1284,"GasA",5,1,"SBrkr",1284,885,0,2169,0,0,2,1,3,1,4,7,7,1,4,"Attchd",2002,2,2,647,3,3,2,192,87,0,0,0,0,0,"None","None",0,"8",2007,"WD","Normal",228500
"50","RL",57,7558,1,"None",3,"Bnk","Inside",2,"Crawfor","Norm","Norm","1Fam","1.5Fin",6,6,1928,1950,"Gable","CompShg","BrkFace","Stone",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,896,896,"GasA",4,1,"SBrkr",1172,741,0,1913,0,0,1,1,3,1,3,9,7,1,3,"Detchd",1929,1,2,342,2,2,2,0,0,0,0,0,0,0,"None","None",0,"3",2009,"WD","Normal",177000
"60","RL",85,11103,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,728,728,"GasA",5,1,"SBrkr",728,728,0,1456,0,0,2,1,3,1,4,8,7,1,3,"Attchd",2006,3,2,440,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7",2007,"New","Partial",155835
"30","RM",50,6000,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",4,4,1920,1950,"Hip","CompShg","MetalSd","MetalSd",0,0,3,3,"PConc",3,3,1,5,250,1,0,710,960,"GasA",4,1,"FuseA",960,0,0,960,0,0,1,0,2,1,2,5,7,0,0,"Detchd",1997,1,1,308,3,3,2,0,0,168,0,0,0,0,"None","None",0,"7",2007,"WD","Normal",108500
"20","RL",80,20781,1,"None",1,"Lvl","CulDSac",2,"NWAmes","PosN","Norm","1Fam","1Story",7,7,1968,2003,"Hip","CompShg","BrkFace","HdBoard",0,0,3,3,"CBlock",3,3,1,4,297,3,68,1203,1568,"GasA",3,1,"SBrkr",2156,0,0,2156,0,0,2,0,3,1,3,9,7,1,4,"Attchd",1968,2,2,508,4,3,2,0,80,0,290,0,0,0,"None","None",0,"6",2006,"WD","Normal",262500
"20","RL",93,15306,1,"None",2,"HLS","Corner",2,"Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",2,100,4,3,"PConc",5,3,4,6,80,1,0,1652,1732,"GasA",5,1,"SBrkr",1776,0,0,1776,1,0,2,0,3,1,4,7,7,1,4,"Attchd",2006,3,3,712,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5",2007,"New","Partial",283463
"20","RL",67,16196,1,"None",0,"Low","Inside",2,"SawyerW","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,4,6,1443,1,0,39,1482,"GasA",5,1,"SBrkr",1494,0,0,1494,1,0,2,0,3,1,4,5,7,1,2,"Attchd",1998,2,2,514,3,3,2,402,25,0,0,0,0,0,"None","None",0,"8",2007,"WD","Normal",215000
"70","RM",50,5250,1,"Pave",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",8,5,1872,1987,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"BrkTil",3,2,1,2,259,1,0,425,684,"OthW",2,0,"SBrkr",938,1215,205,2358,0,0,2,0,4,1,3,8,7,0,0,"No Garage",1872,0,0,0,0,0,2,0,54,20,0,0,0,0,"None","None",0,"12",2008,"WD","Normal",122000
"90","RL",91,11643,1,"None",3,"Lvl","Inside",2,"NAmes","Artery","Norm","Duplex","2Story",5,5,1969,1969,"Gable","CompShg","MetalSd","MetalSd",1,368,3,3,"CBlock",3,3,1,2,500,1,0,748,1248,"GasA",3,1,"SBrkr",1338,1296,0,2634,1,1,2,2,6,2,3,12,7,0,0,"Detchd",1969,1,4,968,3,3,2,0,0,0,0,0,0,0,"None","None",0,"8",2009,"WD","Normal",200000
"60","RL",70,9247,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","2Story",6,6,1962,1962,"Gable","CompShg","HdBoard","HdBoard",1,318,3,3,"CBlock",3,3,1,3,319,1,0,539,858,"GasA",5,1,"SBrkr",858,858,0,1716,0,0,1,1,4,1,3,8,7,1,4,"Attchd",1962,3,2,490,3,3,2,0,84,0,0,120,0,0,"None","None",0,"3",2008,"WD","Normal",171000
"50","RM",50,6000,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,9,1937,2000,"Gable","CompShg","MetalSd","MetalSd",0,0,4,3,"BrkTil",3,3,1,1,0,1,0,698,698,"GasA",3,1,"SBrkr",786,390,0,1176,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1999,1,2,624,3,3,0,210,0,0,0,0,0,0,"None","None",0,"7",2009,"WD","Normal",134900
"50","RL",56,14720,1,"None",2,"Lvl","CulDSac",2,"NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,1995,1996,"Hip","CompShg","VinylSd","VinylSd",1,579,4,3,"PConc",4,3,3,6,816,1,0,1217,2033,"GasA",5,1,"SBrkr",2053,1185,0,3238,1,0,2,1,4,1,4,9,7,1,5,"Attchd",1996,3,3,666,3,3,2,283,86,0,0,0,0,0,"None","None",0,"3",2010,"WD","Normal",410000
"60","RL",70,10316,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,735,1,0,257,992,"GasA",5,1,"SBrkr",992,873,0,1865,1,0,2,1,3,1,4,7,7,1,3,"Attchd",2000,2,3,839,3,3,2,0,184,0,0,0,0,0,"None","None",0,"6",2008,"WD","Normal",235000
"80","RL",102,10192,1,"None",2,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","SLvl",7,6,1968,1992,"Gable","CompShg","MetalSd","MetalSd",1,143,3,3,"CBlock",3,3,1,1,0,1,0,570,570,"GasA",4,1,"SBrkr",1222,698,0,1920,0,0,3,0,4,1,4,8,7,1,3,"Attchd",1968,2,2,487,3,3,2,0,98,0,0,0,0,0,"GdPrv","None",0,"9",2006,"WD","Normal",170000
"20","RL",73,9477,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","HdBoard","HdBoard",1,65,3,3,"CBlock",3,3,1,3,340,1,0,524,864,"GasA",3,1,"SBrkr",892,0,0,892,0,0,1,0,3,1,3,5,7,0,0,"Attchd",1966,2,1,264,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"10",2008,"WD","Normal",110000
"20","RL",73,12537,1,"None",2,"Lvl","CulDSac",2,"NAmes","Norm","Norm","1Fam","1Story",5,6,1971,2008,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",3,3,1,6,734,1,0,344,1078,"GasA",5,1,"SBrkr",1078,0,0,1078,1,0,1,1,3,1,3,6,7,1,2,"Attchd",1971,3,2,500,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4",2010,"WD","Normal",149900
"160","FV",72,2117,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd",1,216,4,3,"PConc",4,3,1,6,378,1,0,378,756,"GasA",5,1,"SBrkr",769,804,0,1573,0,0,2,1,3,1,4,5,7,0,0,"Detchd",2000,1,2,440,3,3,2,0,32,0,0,0,0,0,"None","None",0,"6",2010,"WD","Normal",177500
"20","RL",129,16737,1,"None",3,"Lvl","FR3",2,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd",1,66,4,3,"PConc",5,3,3,6,1447,1,0,533,1980,"GasA",5,1,"SBrkr",1980,0,0,1980,1,0,2,0,3,1,5,8,7,1,4,"Attchd",2004,3,3,770,3,3,2,194,45,0,0,0,0,0,"None","None",0,"9",2006,"WD","Normal",315000
"70","RL",51,9842,1,"None",3,"Lvl","Inside",2,"SWISU","Feedr","Norm","1Fam","2Story",5,6,1921,1998,"Gable","CompShg","MetalSd","Wd Sdng",0,0,3,3,"BrkTil",3,2,1,1,0,1,0,612,612,"GasA",5,1,"SBrkr",990,1611,0,2601,0,0,3,1,4,1,3,8,7,0,0,"BuiltIn",1998,2,2,621,3,3,2,183,0,301,0,0,0,0,"None","None",0,"5",2008,"WD","Normal",189000
"20","RL",124,16158,1,"None",2,"Low","Inside",1,"StoneBr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd",2,16,4,3,"PConc",5,3,3,5,1274,1,0,256,1530,"GasA",5,1,"SBrkr",1530,0,0,1530,1,0,2,0,3,1,4,7,7,1,4,"Attchd",2005,3,2,430,3,3,2,168,36,0,0,0,0,0,"None","None",0,"6",2009,"WD","Normal",260000
"50","RL",73,12513,1,"None",2,"Lvl","FR2",2,"NAmes","Feedr","Norm","1Fam","1.5Fin",4,4,1920,2007,"Gable","CompShg","VinylSd","VinylSd",0,0,3,4,"BrkTil",3,2,1,1,0,1,0,715,715,"GasA",4,1,"SBrkr",1281,457,0,1738,0,0,2,0,4,1,3,7,7,1,4,"Attchd",1920,1,1,368,3,3,2,55,0,0,0,0,0,0,"None","None",0,"6",2009,"WD","Normal",104900
"60","RL",73,8499,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,1,0,1,0,616,616,"GasA",5,1,"SBrkr",616,796,0,1412,0,0,2,1,3,1,4,6,7,1,4,"BuiltIn",2007,3,2,432,3,3,2,0,36,0,0,0,0,0,"None","None",0,"3",2007,"New","Partial",156932
"160","FV",30,3180,1,"Pave",3,"Lvl","Inside",2,"Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,600,600,"GasA",5,1,"SBrkr",520,600,80,1200,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2005,2,2,480,3,3,2,0,166,0,0,0,0,0,"None","None",0,"4",2006,"WD","Abnorml",144152
"60","FV",72,7500,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,533,1,0,281,814,"GasA",5,1,"SBrkr",814,860,0,1674,1,0,2,1,3,1,4,7,7,0,0,"Attchd",2000,2,2,663,3,3,2,0,96,0,0,0,0,0,"None","None",0,"1",2010,"WD","Normal",216000
"60","RL",68,9179,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd",1,158,4,3,"PConc",4,3,1,6,633,1,0,240,873,"GasA",5,1,"SBrkr",882,908,0,1790,1,0,2,1,3,1,4,7,7,0,0,"Attchd",1999,2,2,588,3,3,2,0,88,0,0,0,0,0,"None","None",0,"6",2008,"WD","Abnorml",193000
"160","RM",41,2665,1,"None",3,"Lvl","Inside",2,"MeadowV","Norm","Norm","TwnhsE","2Story",5,6,1977,1977,"Gable","CompShg","CemntBd","CmentBd",0,0,3,3,"PConc",3,3,1,5,548,3,173,36,757,"GasA",5,1,"SBrkr",925,550,0,1475,0,0,2,0,4,1,3,6,7,1,3,"Attchd",1977,2,1,336,3,3,2,104,26,0,0,0,0,0,"None","None",0,"7",2006,"WD","Normal",127000
"120","RM",70,4435,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd",1,170,4,3,"PConc",4,3,3,6,685,1,0,163,848,"GasA",5,1,"SBrkr",848,0,0,848,1,0,1,0,1,1,4,4,7,0,0,"Attchd",2003,3,2,420,3,3,2,140,0,0,0,0,0,0,"None","None",0,"6",2009,"WD","Normal",144000
"20","RL",48,10635,1,"None",1,"Lvl","FR2",2,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd",1,171,4,3,"PConc",4,3,3,4,370,6,972,315,1657,"GasA",5,1,"SBrkr",1668,0,0,1668,1,0,2,0,3,1,4,8,7,1,3,"Attchd",2003,3,2,502,3,3,2,0,262,0,0,0,0,0,"None","None",0,"5",2010,"WD","Normal",232000
"50","RL",90,5400,1,"None",3,"Lvl","Corner",2,"OldTown","Artery","Norm","1Fam","1.5Fin",4,6,1920,1950,"Gable","CompShg","CBlock","CBlock",0,0,2,3,"PConc",3,3,1,5,315,3,105,420,840,"GasA",5,1,"SBrkr",840,534,0,1374,0,0,1,0,2,1,3,6,7,0,0,"Detchd",1967,3,1,338,3,3,2,0,0,198,0,0,0,0,"None","None",0,"10",2009,"WD","Normal",105000
"80","RL",80,9600,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1996,"Hip","CompShg","AsbShng","AsbShng",0,0,3,3,"CBlock",3,3,3,4,831,1,0,161,992,"GasA",4,1,"SBrkr",1661,0,0,1661,1,0,1,0,3,1,4,8,7,1,3,"BuiltIn",1955,2,1,377,3,3,2,0,28,0,0,178,0,0,"MnPrv","None",0,"10",2008,"WD","Normal",165500
"60","RL",75,9750,1,"None",3,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,6,1998,1998,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,3,6,975,1,0,133,1108,"GasA",5,1,"SBrkr",1108,989,0,2097,1,0,2,1,3,1,4,8,7,1,3,"Detchd",1998,2,2,583,3,3,2,253,170,0,0,0,0,0,"None","None",0,"6",2006,"WD","Normal",274300
"20","RL",89,11400,1,"None",3,"Lvl","Inside",2,"NoRidge","Norm","Norm","1Fam","1Story",10,5,2001,2002,"Hip","CompShg","VinylSd","VinylSd",1,705,5,3,"PConc",5,3,4,6,1282,1,0,1351,2633,"GasA",5,1,"SBrkr",2633,0,0,2633,1,0,2,1,2,1,5,8,7,2,4,"Attchd",2001,2,3,804,3,3,2,314,140,0,0,0,0,0,"None","None",0,"3",2007,"WD","Normal",466500
"60","FV",85,10625,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","CemntBd","CmentBd",0,0,4,3,"PConc",4,3,1,1,0,1,0,1026,1026,"GasA",5,1,"SBrkr",1026,932,0,1958,0,0,2,1,3,1,4,9,7,1,4,"Attchd",2005,3,3,936,3,3,2,154,210,0,0,0,0,0,"None","None",0,"7",2008,"WD","Normal",250000
"20","RL",89,10991,1,"None",2,"HLS","Inside",2,"Timber","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd",1,80,4,3,"PConc",4,3,4,1,0,1,0,1571,1571,"GasA",5,1,"SBrkr",1571,0,0,1571,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2007,3,3,722,3,3,2,100,36,0,0,0,0,0,"None","None",0,"12",2007,"New","Partial",239000
"30","RL",52,6292,1,"None",3,"Bnk","Inside",2,"SWISU","Norm","Norm","1Fam","1Story",6,5,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",4,3,2,3,384,1,0,384,768,"GasA",3,0,"SBrkr",790,0,0,790,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1925,1,1,160,2,3,2,0,141,0,0,0,0,0,"None","None",0,"4",2008,"WD","Normal",91000
"50","RL",60,10998,1,"Grvl",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",5,5,1941,1960,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,2,408,4,420,156,984,"GasA",5,1,"SBrkr",984,620,0,1604,0,0,2,0,3,1,3,6,5,0,0,"Detchd",1977,1,2,660,3,3,2,0,68,0,0,0,0,0,"None","None",0,"7",2009,"WD","Normal",117000
"160","RM",21,1953,1,"None",3,"Lvl","Inside",2,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard",1,408,3,3,"CBlock",3,2,1,4,309,1,0,174,483,"GasA",3,1,"SBrkr",483,504,0,987,0,0,1,1,2,1,3,5,7,0,0,"Detchd",1973,1,1,264,3,3,2,72,0,0,0,0,0,0,"None","None",0,"6",2006,"WD","Normal",83000
"80","RL",73,9735,1,"None",3,"Lvl","Inside",2,"Timber","Norm","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,1,0,1,0,384,384,"GasA",4,1,"SBrkr",754,640,0,1394,0,0,2,1,3,1,4,7,7,0,0,"BuiltIn",2007,3,2,400,3,3,2,100,0,0,0,0,0,0,"None","None",0,"5",2008,"WD","Normal",167500
