"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF"
2288,NA,"RL",91,11825,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",302,4,3,"PConc",6,4,3,2,0,2,0,1694,1694,"GasA",5,2,"SBrkr",1694,0,0,1694,0,0,2,0,3,1,4,7,8,1,5,"Attchd",2006,3,3,856,4,4,3,0,112,0,0,0,0,1,1,"None",0,6,2,"New","Partial",NA,3388
2289,NA,"RL",110,14333,1,1,4,"Lvl","AllPub","Corner",3,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,5,7,1518,2,0,590,2108,"GasA",5,2,"SBrkr",2122,0,0,2122,1,0,2,1,2,1,4,7,8,1,6,"Attchd",2007,4,3,938,4,4,3,130,142,0,0,0,0,1,1,"None",0,11,2,"New","Partial",NA,4230
2290,NA,"RL",107,13641,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",456,5,3,"PConc",6,4,5,7,1304,2,0,630,1934,"GasA",5,2,"SBrkr",1943,713,0,2656,1,0,2,1,3,1,5,8,8,1,5,"Attchd",2007,3,3,1040,4,4,3,268,58,0,0,0,0,1,1,"None",0,12,2,"New","Partial",NA,4590
2291,NA,"RL",110,13440,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","BrkFace",190,4,3,"PConc",6,4,2,2,0,2,0,1108,1108,"GasA",5,2,"SBrkr",1148,1402,0,2550,0,0,2,1,4,1,5,11,8,1,5,"BuiltIn",2006,4,3,670,4,4,3,120,39,0,0,0,0,1,1,"None",0,3,2,"New","Partial",NA,3658
2292,NA,"RL",105,15431,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",10,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",400,5,3,"PConc",6,4,5,7,1430,2,0,564,1994,"GasA",5,2,"SBrkr",2046,0,0,2046,1,0,2,1,2,1,5,7,8,2,5,"Attchd",2005,4,3,878,4,4,3,188,65,0,0,175,0,1,1,"None",0,8,2,"WD","Normal",NA,4040
2293,NA,"RL",107,13891,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",456,5,3,"PConc",6,4,5,7,1812,2,0,740,2552,"GasA",5,2,"SBrkr",2552,0,0,2552,1,0,2,0,3,1,5,8,8,2,6,"Attchd",2007,4,3,932,4,4,3,130,28,0,0,0,0,1,1,"None",0,10,2,"New","Partial",NA,5104
2294,NA,"RL",118,13654,1,1,3,"Lvl","AllPub","CulDSac",3,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Gable","CompShg","MetalSd","MetalSd","BrkFace",365,4,3,"PConc",6,4,5,2,0,2,0,1704,1704,"GasA",5,2,"SBrkr",1722,1036,0,2758,0,0,2,1,4,1,5,9,8,1,6,"BuiltIn",2005,4,3,814,4,4,3,282,55,0,0,0,0,1,1,"None",0,5,2,"WD","Normal",NA,4462
2295,NA,"RL",59,17169,1,1,2,"Lvl","AllPub","CulDSac",3,"NridgHt","Norm","Norm","1Fam","1Story",10,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",970,5,3,"PConc",6,4,4,7,1684,2,0,636,2320,"GasA",5,2,"SBrkr",2290,0,0,2290,2,0,2,1,2,1,5,7,8,1,5,"Attchd",2007,4,3,1174,4,4,3,192,30,0,0,0,0,1,1,"None",0,8,2,"New","Partial",NA,4610
2296,NA,"RL",134,16659,1,1,3,"Lvl","AllPub","Corner",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,1582,1582,"GasA",5,2,"SBrkr",1582,570,0,2152,0,0,2,1,3,1,4,7,8,1,5,"Detchd",2007,2,2,728,4,4,3,0,368,0,0,0,0,1,1,"None",0,6,2,"New","Partial",NA,3734
2297,NA,"RL",82,9709,1,1,3,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",120,5,3,"PConc",6,4,5,7,778,2,0,140,918,"GasA",5,2,"SBrkr",958,1142,0,2100,1,0,2,1,3,1,5,8,8,2,5,"BuiltIn",2007,4,3,786,4,4,3,172,104,0,0,0,0,1,1,"None",0,9,2,"New","Partial",NA,3018
2298,NA,"RL",94,13615,1,1,3,"HLS","AllPub","Corner",2,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2006,2006,"Hip","CompShg","MetalSd","MetalSd","Stone",510,5,3,"PConc",6,4,5,2,0,2,0,1802,1802,"GasA",5,2,"SBrkr",1802,0,0,1802,0,0,2,1,3,1,5,7,8,1,5,"Attchd",2006,4,3,843,4,4,3,158,105,0,0,0,0,1,1,"None",0,6,2,"WD","Normal",NA,3604
2299,NA,"RL",99,13069,1,1,3,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",502,4,3,"PConc",5,4,4,2,0,2,0,1706,1706,"GasA",5,2,"SBrkr",1718,1238,0,2956,0,0,2,1,5,1,5,11,8,1,6,"BuiltIn",2004,3,3,916,4,4,3,194,50,0,0,0,0,1,1,"None",0,8,2,"WD","Normal",NA,4662
2300,NA,"RL",110,14277,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",280,4,3,"PConc",6,4,3,7,938,2,0,379,1317,"GasA",5,2,"SBrkr",1217,1168,0,2385,1,0,2,1,3,1,4,7,8,1,5,"Attchd",2003,4,3,818,4,4,3,192,228,0,0,0,0,1,1,"None",0,1,2,"WD","Normal",NA,3702
2301,NA,"RL",74,12568,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",246,4,3,"PConc",6,4,4,7,669,2,0,226,895,"GasA",5,2,"SBrkr",895,923,0,1818,1,0,2,1,3,1,5,8,8,1,5,"Attchd",2007,4,3,774,4,4,3,196,104,0,0,0,0,1,1,"None",0,8,2,"New","Partial",NA,2713
2302,NA,"RL",70,9926,1,1,3,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",210,4,3,"PConc",5,4,3,7,1178,2,0,436,1614,"GasA",5,2,"SBrkr",1614,0,0,1614,1,0,2,0,3,1,4,7,8,0,1,"Attchd",2005,3,3,878,4,4,3,100,38,0,0,0,0,1,1,"None",0,5,2,"WD","Normal",NA,3228
2303,NA,"RL",71,9254,1,1,3,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",210,4,3,"PConc",5,4,2,7,119,2,0,1602,1721,"GasA",5,2,"SBrkr",1721,0,0,1721,1,0,2,0,3,1,4,7,8,0,1,"Attchd",2005,3,2,554,4,4,3,168,27,0,0,0,0,1,1,"None",0,1,2,"WD","Normal",NA,3442
2304,NA,"RL",92,10732,1,1,3,"Lvl","AllPub","Corner",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,1298,1298,"GasA",5,2,"SBrkr",1298,530,0,1828,0,0,2,1,3,1,4,7,8,0,1,"BuiltIn",2006,3,3,876,4,4,3,0,40,0,0,0,0,1,1,"None",0,2,2,"New","Partial",NA,3126
2305,NA,"RL",34,3901,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","Twnhs","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",182,4,3,"PConc",5,4,4,6,866,2,0,436,1302,"GasA",5,2,"SBrkr",1302,0,0,1302,1,0,1,1,1,1,4,5,8,1,5,"Attchd",2005,3,2,631,4,4,3,110,50,0,0,0,0,1,1,"None",0,8,2,"New","Partial",NA,2604
2306,NA,"RL",34,3903,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","Twnhs","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",182,4,3,"PConc",5,4,4,6,1030,2,0,272,1302,"GasA",5,2,"SBrkr",1302,0,0,1302,1,0,1,1,1,1,4,5,8,1,5,"Attchd",2005,3,2,631,4,4,3,110,50,0,0,0,0,1,1,"None",0,5,2,"WD","Normal",NA,2604
2307,NA,"RL",41,6289,1,1,3,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","TwnhsE","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",256,4,3,"PConc",5,4,4,6,762,2,0,600,1362,"GasA",5,2,"SBrkr",1362,0,0,1362,1,0,2,0,2,1,4,6,8,1,5,"Attchd",2005,3,2,460,4,4,3,192,28,0,0,0,0,1,1,"None",0,6,2,"WD","Normal",NA,2724
2308,NA,"RL",34,4590,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","Twnhs","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",108,4,3,"PConc",5,5,3,7,24,2,0,1530,1554,"GasA",5,2,"SBrkr",1554,0,0,1554,0,0,2,0,2,1,4,6,8,1,5,"Attchd",2006,3,2,627,4,4,3,156,73,0,0,0,0,1,1,"None",0,5,2,"CWD","Normal",NA,3108
2309,NA,"RL",48,7841,1,1,3,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",394,5,3,"PConc",6,4,2,7,848,2,0,729,1577,"GasA",5,2,"SBrkr",1577,0,0,1577,1,0,2,0,2,1,5,6,8,1,5,"Attchd",2005,3,2,564,4,4,3,203,39,0,0,0,0,1,1,"None",0,5,2,"WD","Normal",NA,3154
2310,NA,"RL",48,6240,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,4,3,"PConc",5,4,2,7,24,2,0,1300,1324,"GasA",5,2,"SBrkr",1324,0,0,1324,0,0,2,0,2,1,4,6,8,1,5,"Attchd",2006,4,2,550,4,4,3,0,38,0,0,0,0,1,1,"None",0,9,2,"New","Partial",NA,2648
2311,NA,"RL",48,3242,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",235,4,3,"PConc",5,4,2,7,1000,2,0,405,1405,"GasA",5,2,"SBrkr",1405,0,0,1405,1,0,2,0,2,1,4,6,8,1,5,"Attchd",2003,3,2,478,4,4,3,136,36,0,0,0,0,1,1,"None",0,3,2,"WD","Normal",NA,2810
2312,NA,"RL",59,15810,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","RRAn","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"CBlock",5,4,2,2,0,2,0,768,768,"GasA",5,2,"SBrkr",768,728,0,1496,0,0,3,0,3,1,4,7,8,0,1,"Attchd",2007,2,2,572,4,4,3,100,0,0,0,0,0,1,1,"None",0,5,2,"New","Partial",NA,2264
2313,NA,"RL",65,10237,1,1,4,"Lvl","AllPub","Inside",3,"Gilbert","RRAn","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,768,768,"GasA",5,2,"SBrkr",768,768,0,1536,0,0,2,1,3,1,4,6,8,1,5,"Attchd",2005,4,2,400,4,4,3,100,38,0,0,0,0,1,1,"None",0,6,2,"WD","Normal",NA,2304
2314,NA,"RL",58,13204,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","RRAn","Norm","1Fam","2Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",44,3,3,"PConc",5,4,2,2,0,2,0,608,608,"GasA",5,2,"SBrkr",608,850,0,1458,0,0,2,0,3,1,4,6,8,0,1,"BuiltIn",2007,4,2,454,4,4,3,100,33,0,0,0,0,1,1,"None",0,5,2,"New","Partial",NA,2066
2315,NA,"RL",62,8857,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,738,738,"GasA",5,2,"SBrkr",738,757,0,1495,0,0,2,1,3,1,4,7,8,1,5,"Attchd",2006,3,2,440,4,4,3,100,30,0,0,0,0,1,1,"None",0,3,2,"New","Partial",NA,2233
2316,NA,"RL",63,9729,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,698,698,"GasA",5,2,"SBrkr",698,1048,0,1746,1,0,2,1,3,1,4,6,8,1,5,"BuiltIn",2007,2,3,350,4,4,3,0,34,0,0,0,0,1,1,"None",0,6,2,"New","Partial",NA,2444
2317,NA,"RL",88,12216,1,1,3,"Lvl","AllPub","Corner",3,"Gilbert","Norm","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,4,7,918,2,0,408,1326,"GasA",5,2,"SBrkr",1326,0,0,1326,1,0,2,0,3,1,4,6,8,0,1,"Attchd",2005,4,2,388,4,4,3,120,23,0,0,0,0,1,1,"Shed",2000,6,2,"WD","Normal",NA,2652
2318,NA,"RL",72,8229,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",22,4,3,"PConc",5,4,4,2,0,2,0,752,752,"GasA",5,2,"SBrkr",752,752,0,1504,0,0,2,1,3,1,4,6,8,0,1,"Attchd",2007,4,2,440,4,4,3,100,32,0,0,0,0,1,1,"None",0,12,2,"New","Partial",NA,2256
2319,NA,"RL",64,7713,1,1,4,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",16,4,3,"PConc",5,4,2,2,0,2,0,728,728,"GasA",5,2,"SBrkr",728,728,0,1456,0,0,2,1,3,1,4,7,8,0,1,"Attchd",2007,4,2,400,4,4,3,100,24,0,0,0,0,1,1,"None",0,7,2,"New","Partial",NA,2184
2320,NA,"RL",64,7697,1,1,4,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,4,3,"PConc",5,4,2,2,0,2,0,1246,1246,"GasA",5,2,"SBrkr",1258,0,0,1258,0,0,2,0,3,1,4,6,8,0,1,"Attchd",2007,3,2,462,4,4,3,0,0,0,0,0,0,1,1,"None",0,8,2,"New","Partial",NA,2504
2321,NA,"RL",73,3621,1,1,4,"Lvl","AllPub","Inside",3,"Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",72,4,3,"PConc",5,4,5,7,1084,2,0,322,1406,"GasA",5,2,"SBrkr",1589,0,0,1589,1,0,2,0,2,1,4,7,8,1,4,"Attchd",2003,4,3,630,4,4,3,143,20,0,0,0,0,1,1,"None",0,11,2,"WD","Normal",NA,2995
2322,NA,"RL",53,3710,1,1,4,"Lvl","AllPub","Inside",3,"Blmngtn","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,4,3,"PConc",5,4,4,2,0,2,0,1266,1266,"GasA",5,2,"SBrkr",1266,0,0,1266,0,0,2,0,2,1,4,6,8,1,5,"Attchd",2007,4,2,388,4,4,3,100,16,0,0,0,0,1,1,"None",0,8,2,"New","Partial",NA,2532
2323,NA,"RL",65,16219,1,1,2,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,5,7,779,2,0,56,835,"GasA",5,2,"SBrkr",1119,0,0,1119,1,0,2,0,2,1,4,5,8,0,1,"Attchd",2004,4,2,437,4,4,3,100,24,0,0,0,0,1,1,"None",0,4,2,"WD","Normal",NA,1954
2324,NA,"RL",87,11084,1,1,3,"Lvl","AllPub","Corner",3,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,7,192,2,0,192,384,"GasA",5,2,"SBrkr",744,630,0,1374,1,0,2,1,3,1,4,8,8,1,5,"BuiltIn",2004,4,2,400,4,4,3,100,0,0,0,0,0,1,1,"None",0,6,2,"WD","Family",NA,1758
2325,NA,"RL",59,10936,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,4,2,0,2,0,1510,1510,"GasA",5,2,"SBrkr",1525,0,0,1525,0,0,2,1,3,1,4,6,8,1,5,"Attchd",2006,3,2,534,4,4,3,100,18,0,0,0,0,1,1,"None",0,4,2,"New","Partial",NA,3035
2326,NA,"RL",88,11950,1,1,3,"Lvl","AllPub","Corner",3,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,384,384,"GasA",5,2,"SBrkr",754,640,0,1394,0,0,2,1,3,1,4,7,8,1,4,"BuiltIn",2003,4,2,400,4,4,3,100,0,0,0,0,0,1,1,"None",0,10,2,"WD","Normal",NA,1778
2327,NA,"RL",63,7875,1,1,4,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,4,3,"PConc",5,4,2,2,0,2,0,847,847,"GasA",5,2,"SBrkr",847,1101,0,1948,0,0,2,1,4,1,4,8,8,1,5,"BuiltIn",2003,4,2,434,4,4,3,0,48,0,0,0,0,1,1,"None",0,7,2,"WD","Normal",NA,2795
2328,NA,"RL",24,8740,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,7,574,2,0,280,854,"GasA",5,2,"SBrkr",864,1131,0,1995,0,0,2,1,4,1,4,8,8,1,5,"BuiltIn",2002,4,2,435,4,4,3,264,48,0,0,0,0,1,1,"None",0,7,2,"WD","Normal",NA,2849
2329,NA,"RL",58,9487,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,2,7,520,2,0,395,915,"GasA",5,2,"SBrkr",940,750,0,1690,1,0,2,1,3,1,3,7,8,1,4,"Attchd",2000,3,2,442,4,4,3,0,50,0,0,0,0,1,1,"None",0,6,2,"WD","Normal",NA,2605
2330,NA,"RL",59,9649,1,1,3,"Lvl","AllPub","Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,2,2,0,2,0,941,941,"GasA",5,2,"SBrkr",961,683,0,1644,0,0,2,1,3,1,3,7,8,1,4,"Attchd",1999,3,2,460,4,4,3,460,42,0,0,0,0,1,1,"None",0,5,2,"WD","Normal",NA,2585
2331,NA,"RL",100,12191,1,1,3,"Lvl","AllPub","Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1997,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",515,4,3,"PConc",5,4,4,7,1181,2,0,598,1779,"GasA",5,2,"SBrkr",1779,772,0,2551,1,0,2,1,4,1,4,8,8,2,4,"Attchd",1998,4,3,925,4,4,3,76,61,0,0,0,0,1,1,"None",0,6,2,"WD","Normal",NA,4330
2332,NA,"RL",89,10557,1,1,3,"Lvl","AllPub","Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",9,5,1998,1998,"Gable","CompShg","MetalSd","MetalSd","BrkFace",422,4,3,"PConc",6,4,5,7,672,2,0,736,1408,"GasA",5,2,"SBrkr",1671,1407,0,3078,1,0,2,1,4,1,4,9,8,1,4,"Attchd",1998,4,3,806,4,4,3,108,87,0,0,0,0,1,1,"None",0,7,2,"WD","Normal",NA,4486
2333,NA,"RL",74,11002,1,1,3,"Lvl","AllPub","Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,7,1048,2,0,341,1389,"GasA",5,2,"SBrkr",1411,1171,0,2582,1,0,2,1,4,1,4,9,8,1,4,"Attchd",1998,4,3,758,4,4,3,286,60,0,0,0,0,1,1,"None",0,1,2,"WD","Normal",NA,3971
2334,NA,"RL",83,10790,1,1,4,"Lvl","AllPub","Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",275,4,3,"PConc",5,4,2,2,0,2,0,1066,1066,"GasA",5,2,"SBrkr",1108,1277,0,2385,0,0,2,1,4,1,4,8,8,1,4,"BuiltIn",1998,4,3,600,4,4,3,120,38,0,0,0,0,1,1,"None",0,5,2,"WD","Normal",NA,3451
2335,NA,"RL",88,11762,1,1,4,"Lvl","AllPub","Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",309,4,3,"PConc",6,4,2,7,335,2,0,770,1105,"GasA",5,2,"SBrkr",1105,1097,0,2202,1,0,2,1,4,1,4,9,8,1,4,"Attchd",1992,3,2,517,4,4,3,0,65,0,0,144,0,1,1,"None",0,9,2,"WD","Normal",NA,3307
2336,NA,"RL",82,9044,1,1,3,"Lvl","AllPub","Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",526,4,4,"PConc",5,4,2,7,1225,2,0,100,1325,"GasA",5,2,"SBrkr",1335,1203,0,2538,0,0,2,1,4,1,4,8,8,1,4,"Attchd",1996,3,3,933,4,4,3,198,92,0,0,0,0,1,1,"None",0,5,2,"WD","Normal",NA,3863
2337,NA,"RL",75,9910,1,1,4,"Lvl","AllPub","Inside",3,"Somerst","Feedr","Norm","1Fam","1Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,1369,1369,"GasA",5,2,"SBrkr",1369,0,0,1369,0,0,2,0,3,1,4,5,8,0,1,"Attchd",2007,2,2,605,4,4,3,0,203,0,0,0,0,1,1,"None",0,9,2,"New","Partial",NA,2738
2338,NA,"RL",91,11830,1,1,4,"Lvl","AllPub","Inside",3,"Somerst","Feedr","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",164,4,3,"PConc",5,4,2,7,1220,2,0,322,1542,"GasA",5,2,"SBrkr",1542,0,0,1542,1,0,2,0,3,1,4,6,8,1,5,"Attchd",2007,2,3,852,4,4,3,168,110,0,0,0,0,1,1,"None",0,7,2,"New","Partial",NA,3084
2339,NA,"RL",76,10612,1,1,4,"Lvl","AllPub","Inside",3,"Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",248,4,3,"PConc",5,4,3,7,28,2,0,1496,1524,"GasA",4,2,"SBrkr",1534,0,0,1534,0,0,2,0,3,1,4,7,8,1,5,"Attchd",2006,4,2,484,4,4,3,168,46,0,0,0,0,1,1,"None",0,1,2,"WD","Family",NA,3058
2340,NA,"RL",98,12291,1,1,3,"Lvl","AllPub","Inside",3,"Somerst","Norm","Norm","1Fam","1Story",10,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",754,5,3,"PConc",6,4,4,7,1572,2,0,394,1966,"GasA",5,2,"SBrkr",1966,0,0,1966,1,0,2,0,1,1,5,6,8,1,5,"Attchd",2007,4,3,1092,4,4,3,76,52,0,0,0,0,1,1,"None",0,10,2,"New","Partial",NA,3932
2341,NA,"RL",85,9965,1,1,4,"Lvl","AllPub","FR2",3,"Somerst","Feedr","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,2,2,0,2,0,1528,1528,"GasA",5,2,"SBrkr",1528,0,0,1528,0,0,3,2,3,1,4,6,8,1,4,"Attchd",2007,2,2,480,4,4,3,0,228,0,0,0,0,1,1,"None",0,9,2,"New","Partial",NA,3056
2342,NA,"RL",74,8847,1,1,4,"Lvl","AllPub","Inside",3,"Somerst","Norm","Norm","1Fam","1Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",148,4,3,"PConc",5,4,4,7,769,2,0,769,1538,"GasA",5,2,"SBrkr",1538,0,0,1538,1,0,2,0,3,1,4,7,8,0,1,"Attchd",2005,3,2,484,4,4,3,146,40,0,0,0,0,1,1,"None",0,12,2,"WD","Normal",NA,3076
2343,NA,"RL",70,8251,1,1,4,"Lvl","AllPub","Inside",3,"Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",143,4,3,"PConc",5,5,4,7,778,2,0,716,1494,"GasA",5,2,"SBrkr",1506,0,0,1506,1,0,2,0,3,1,4,7,8,1,5,"Attchd",2005,3,2,672,4,4,3,192,35,0,0,0,0,1,1,"None",0,4,2,"WD","Normal",NA,3000
